id,category,score,status,dealer,url,price_usd,condition,city_state,year,model,finish,serial,weight_lbs,nut_width_in,fret1_depth_in,fret12_depth_in,neck_profile,shoulder_description,fingerboard_radius,pickups,case_included,modifications,measurements_source,date_discovered,last_confirmed_active
g284,es_335,63.0,ACTIVE,MIMOSA MUSIC,https://reverb.com/item/93642232-2018-gibson-es-335-dot-graphite-metallic-near-mint-w-ohc-case-candy-memphis-335-dot-reissue-cool,3599.99,Excellent,"Brentwood, TN",2018,Memphis ES-335 Dot,Graphite Metallic,,7.675,,,,,,,MHS,OHSC + COA + case candy,,,2026-07-30,2026-08-01
g210,les_paul,63.0,PRICE DROP,Shred Stars Axe Boutique,https://reverb.com/item/99501243-gibson-gibson-custom-shop-murphy-lab-1954-les-paul-standard-cme-spec-2023-murphy-lab-ultra-light-aged-ebony,5999.0,Excellent,,2023,"Gibson Custom Shop Murphy Lab 1954 Les Paul Standard ""CME Spec""",Murphy Lab Ultra Light Aged - Ebony,,8.875,,,,,,,,False,,,2026-07-30,2026-08-01
g178,les_paul,62.8,ACTIVE,Priddy Guitars,https://reverb.com/item/89668349-2003-gibson-les-paul-1959-reissue-r9-10-yrs-authentic-road-wear,5500.0,Very Good,,2003,Custom Shop '59 Les Paul Standard Reissue,Sunburst,,8.81,,,,,,,,True,,,2026-07-30,2026-08-01
g251,les_paul,62.8,ACTIVE,Guitar Showcase,https://reverb.com/item/81320081-gibson-custom-shop-60th-anniversary-60-les-paul-standard-reissue-v2-2020-tomato-soup-burst-001520,6999.0,Brand New,,2020,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue V2,Tomato Soup Burst #001520,,8.85,,,,,,,,False,changed,,2026-07-30,2026-08-01
g056,es_335,62.6,ACTIVE,Carter Vintage Guitars,https://cartervintage.com/shop/gibson-es-335-1972-sunburst/38GPSn7I4GialjOzgpDyA5HFaX2,6250,"Used - vintage, player-grade with recent refret; factory 2nd stamp","Nashville, TN",1972,Gibson ES-335 (Norlin),Sunburst,,8.0,1.59,0.862,0.97,C,"Early-70s narrow-nut C carve, fuller depth front-to-back","12""",Original patent-sticker T-Tops (7.5k / 7.5k),Period-correct hard shell case,"Recent refret, new nut, replacement Kluson tuners, previous owner's name/SSN etched into pickguard",dealer measured,2026-07-19,2026-08-01
g272,les_paul,62.5,ACTIVE,The Toys In The Attic ,https://reverb.com/item/76970815-gibson-custom-shop-les-paul-standard-r0-2007,5149.0,Excellent,,2007,Custom Shop Les Paul Standard R0,,,8.9,,,,,,,,True,,,2026-07-30,2026-08-01
g188,les_paul,62.4,ACTIVE,Watchtower Guitars,https://reverb.com/item/97667664-2019-gibson-1960-les-paul-standard-reissue-r0-royal-teaburst,4895.0,Excellent,,1960,2019 Gibson 1960 Les Paul Standard Reissue R0 Royal Teaburst,,,8.88,,,,,,,,True,,,2026-07-30,2026-08-01
g201,les_paul,62.4,ACTIVE,Mountain Cat Guitars,https://reverb.com/item/78146826-gibson-les-paul-56-custom-shop-reissue-2001,5400.0,Excellent,,2001,Les Paul 56 Custom Shop Reissue,,,8.88,,,,,,,,,,,2026-07-30,2026-08-01
g256,les_paul,62.4,ACTIVE,Guitar Showcase,https://reverb.com/item/80757084-gibson-custom-shop-60th-anniversary-60-les-paul-standard-reissue-deep-cherry-sunburst-02002,6995.0,Brand New,,2021,Custom Shop 60th Anniversary '60 Les Paul Standard Reissue #02002,Deep Cherry Sunburst,02002,8.231,,,,,,,,False,changed,,2026-07-30,2026-08-01
g118,es_335,62.2,SOLD,Reverb – JJ's Guitars (private seller),https://reverb.com/item/99663197-gibson-es-335-dot-1991-2014-antique-natural,2424,Very Good,"Appleton, WI",2006,Gibson ES-335 Dot (Memphis),Antique Natural,,7.8,1.695,,,Medium '60s profile (seller description),,,Gibson '57 Classic humbuckers,,"None - all original, no breaks or repairs",factory spec,2026-07-23,2026-07-23
g177,les_paul,62.2,ACTIVE,Tone Wolf,https://reverb.com/item/90197132-gibson-custom-shop-1960-les-paul-reissue-gloss-2014-bourbon-burst,3799.0,Good,,2014,1960 Reissue Les Paul Gloss,Bourbon Burst,,8.69,,,,,,,,True,,,2026-07-30,2026-08-01
g192,les_paul,62.2,ACTIVE,Round Hill Music Co,https://reverb.com/item/96023515-gibson-custom-1959-les-paul-standard-reissue-ultra-light-aged-factory-burst,7199.0,Brand New,,1959,1959 Les Paul Standard Reissue Ultra Light Aged,,,8.7,,,,,,,,,,,2026-07-30,2026-08-01
g097,es_335,62.1,ACTIVE,Reverb – Guitar Riot,https://reverb.com/item/99524695-gibson-es-335-ebony-50025-pre-owned,2999.0,Excellent (documented dent on top of headstock; light pickguard scratches),"Cleveland, OH",2025,Gibson USA ES-335 (Dot),Ebony,,7.938,1.7,0.85,0.97,Rounded C,Rounded C - thicker than target; 1st fret .85 exceeds band,"12""","Calibrated T-Type humbuckers, hand-wired harness, orange drop caps",Gibson hardshell case + accessory kit,None noted,dealer measured,2026-07-21,2026-08-01
g107,es_335,62.1,ACTIVE,Reverb – Retrofret Vintage Guitars,https://reverb.com/item/94784768-gibson-es-335td-semi-hollow-body-electric-guitar-1972-ser-745798-original-black-hard-shell-case,4950,Excellent,"Brooklyn, NY",1972,Gibson ES-335TD,"Cherry Sunburst (lacquer, slight flame)",745798,,1.5625,,,3-piece mahogany Norlin neck with volute; late-60s feel per dealer,,,"Original T-top patent-number humbuckers (covers removed, coils taped)",Original black hardshell case,Pickup covers removed; aftermarket Tune-O-Matic; pickguard bracket missing outer nut; frets crowned once,dealer measured,2026-07-22,2026-08-01
g306,les_paul,62.1,ACTIVE,Gulf Doc Music,https://reverb.com/item/99920259-gibson-custom-shop-dealer-limited-1957-les-paul-standard-refin-burst-ultra-heavy-aged,6799.0,Excellent,,2026,"Custom Shop Dealer Limited 1957 Les Paul Standard, Ultra Heavy Aged",Refin Burst,,8.5625,,,,,,,,True,none stated / all original,,2026-08-01,2026-08-01
g310,es_335,62.1,ACTIVE,Guitar Chimp,https://reverb.com/item/95642940-2017-gibson-es-335-figured-aquamarine-ohsc,3299,Excellent,"Salt Lake City, UT",2017,ES-335 Figured (Memphis),Aquamarine,13397725,8.0,1.7,0.83,0.98,Rounded C,,,Gibson MHS humbuckers (stock),OHSC,none - all original,,2026-08-01,2026-08-01
g315,es_335,62.0,ACTIVE,Wild West Guitars,https://reverb.com/item/84093879-gibson-custom-shop-1959-es-335-reissue-vos-vintage-natural-7-70-lbs,5999,Brand New,"Pasadena, CA",2023,Custom Shop 1959 ES-335 Reissue VOS,Vintage Natural,,7.7,1.69,,,Authentic '59 Medium C,,,Custombucker Alnico III unpotted,Gibson brown/pink Custom Shop hardshell,none - new,,2026-08-01,2026-08-01
g184,les_paul,61.9,ACTIVE,Planet 5150,https://reverb.com/item/98907010-gibson-custom-59-m2m-les-paul-standard-reissue-vos-with-hand-selected-top,6899.0,Excellent,,2025,Custom Shop M2M '59 Les Paul Standard Reissue Light Aged,Green Lemon Fade,,8.54,,,,,,,,,,,2026-07-30,2026-08-01
g048,es_335,61.8,SOLD,Wildwood Guitars,https://wildwoodguitars.com/products/wwcongb111834-2022-custom-shop-1964-wildwood-spec-es-335,5299,"Used (pre-owned, tagged Used by dealer)","Louisville, CO",2022,Gibson Custom Shop Wildwood Spec 1964 ES-335 Reissue,Viking Red (gloss nitrocellulose),111834,7.76,1.689,0.89,0.97,'64 Medium C (Wildwood Spec),"Fuller '64 rounded C, .890/.970 - above target depth windows","12""",2 Wildwood Spec Custombuckers,Gibson Custom hardshell ('Candy' case),,dealer measured,2026-07-19,2026-07-24
g166,les_paul,61.8,ACTIVE,Southside Guitars,https://southsideguitars.com/products/2013-Gibson-R9-Les-Paul-Standard-1959-Reissue-Sunburst-VOS-p835694401,5250,,,2013,Custom Shop 1959 Les Paul Standard Reissue (R9) VOS,Cherry Sunburst,,8.68,,,,,,,,True,,,2026-07-30,2026-08-01
g134,es_335,61.7,PRICE DROP,Reverb – Rodrigo's Gear,https://reverb.com/item/99773826-gibson-61-es-335-reissue-2025-vos-vintage-burst,4250.0,"Excellent (light play wear, all original)","Orlando, FL",2025,Gibson Custom Shop 1961 ES-335 Reissue VOS,Vintage Burst,,7.8,1.687,,,'61 SlimTaper per model spec; carve measurements not published,,"12""","Custombuckers (stock, all original)",Confirm - not explicit in listing,None; fresh professional setup,dealer measured,2026-07-27,2026-08-01
g019,es_335,61.5,ACTIVE,Reverb – Kelley's Guitars,https://reverb.com/item/93155790-2025-gibson-custom-1961-es-335-reissue-sixties-cherry-7-lb-10-oz,4999.0,Mint (like new),"Grants Pass, OR",2025,Gibson Custom Shop 1961 ES-335 Reissue VOS,Sixties Cherry,,7.63,1.687,,,"SlimTaper 60s C (factory spec, scanned from originals)",Slim-taper C — the fast '61 carve,12 in (factory spec),"Custombucker Alnico III, unpotted (factory spec)",Custom Shop hardshell case + COA,None,factory spec,2026-07-19,2026-08-01
g199,les_paul,61.5,ACTIVE,Garage Studio,https://reverb.com/item/92422625-gibson-les-paul-r6-goldtop-1956-reissue,3699.0,Very Good,,2006 - 2012,Custom Shop '56 Les Paul Goldtop Reissue,Gold Top Gloss,,8.9,,,,,,,,True,,,2026-07-30,2026-08-01
g189,les_paul,61.1,ACTIVE,Round Hill Music Co,https://reverb.com/item/96025530-gibson-custom-1959-les-paul-standard-reissue-vos-iced-tea-burst,6699.0,Brand New,,1959,1959 Les Paul Standard Reissue VOS,,,8.9,,,,,,,,,,,2026-07-30,2026-08-01
g276,es_335,61.1,ACTIVE,MIMOSA MUSIC,https://reverb.com/item/98671529-2019-gibson-es-335-figured-blueberry-burst-near-mint-condition-memphis-es-335-figured-w-ohc-coa-near-mint-blueberry-burst-cool,3399.99,Excellent,"Brentwood, TN",2019,Memphis ES-335 Figured,Figured Blueberry Burst,,7.3063,,,,,,,MHS PAF-style (stock; not stated),Original hardshell case + COA,,,2026-07-30,2026-08-01
g277,es_335,60.9,ACTIVE,Austin Vintage Guitars,https://reverb.com/item/98613687-gibson-memphis-es-335-big-block-retro-2018-wood-rose-w-ohsc,4399.0,Very Good,"Austin, TX",2018,Memphis ES-335 Big Block Retro,Wood Rose w/OHSC,,7.5,,,,,,,Not stated (Big Block Retro shipped with MHS),Original case + COA,,,2026-07-30,2026-08-01
g195,les_paul,60.7,ACTIVE,Round Hill Music Co,https://reverb.com/item/96024681-gibson-custom-1957-les-paul-custom-reissue-2-pickup-vos-ebony,6899.0,Brand New,,1957,1957 Les Paul Custom Reissue 2-Pickup VOS,,,8.9,,,,,,,,,,,2026-07-30,2026-08-01
g193,les_paul,60.3,ACTIVE,Round Hill Music Co,https://reverb.com/item/96023299-gibson-custom-1959-les-paul-standard-reissue-light-aged-cherry-teaburst,8199.0,Brand New,,1959,1959 Les Paul Standard Reissue Light Aged,,,8.4,,,,,,,,,,,2026-07-30,2026-08-01
g194,les_paul,60.3,ACTIVE,Round Hill Music Co,https://reverb.com/item/96023184-gibson-custom-1959-les-paul-standard-reissue-light-aged-dirty-lemon,8199.0,Brand New,,1959,1959 Les Paul Standard Reissue Light Aged,,,8.8,,,,,,,,,,,2026-07-30,2026-08-01
g311,es_335,60.3,ACTIVE,Austin Vintage Guitars,https://reverb.com/item/92253315-gibson-figured-es-335-2018-cherry,3699,Excellent,"Austin, TX",2018,ES-335 Figured (Memphis),Figured Cherry,,7.3125,,,,,,,not stated (stock on 2018 Figured is MHS),OHSC + COA + inspection certificate,none noted; clear pickguard included,,2026-08-01,2026-08-01
g179,les_paul,60.0,ACTIVE,GOTHIC CITY GUITARS,https://reverb.com/item/99821938-2012-gibson-custom-shop-les-paul-59-reissue-r9-rare-crimson-burst-mint-w-ohsc-coa-tags-8-lbs-12-oz,5995.0,Mint,,2012,Les Paul,Crimson Burst,,8.75,,,,,,,,True,,,2026-07-30,2026-08-01
g229,les_paul,60.0,ACTIVE,Here for Music inc.,https://reverb.com/item/92158339-gibson-custom-shop-les-paul-1960-reissue-50th-anniversary-version-1-guitar-2010,5999.0,Very Good,,2010,Custom Shop Les Paul 1960 Reissue 50th Anniversary Version 1 Guitar,,,8.95,,,,,,,,False,upgrade,,2026-07-30,2026-08-01
g162,les_paul,59.8,ACTIVE,TR Crandall Guitars,https://trcrandall.com/products/2000-gibson-custom-shop-reissue-1957-les-paul,5499.0,,,2000,Custom Shop 1957 Les Paul Reissue,,,8.9,,,,,,,,True,,,2026-07-30,2026-08-01
g132,es_335,59.5,ACTIVE,Mike & Mike's Guitar Bar,https://mmguitarbar.com/products/2020-gibson-custom-shop-historic-1964-gibson-es-335-vos-vintage-burst-w-case-tags-coa,4599.99,"Excellent - 100% original, perfect working order","Seattle, WA",2020,Gibson Custom Shop Historic 1964 ES-335TD Reissue (VOS),Vintage Burst (VOS nitro),10-prefix (2020); full serial unpublished,7.63,1.6875,0.89,0.965,Authentic '64 Medium C - dealer describes as chunky,Full-shouldered medium C; NOT the slim target,,"Custombucker PAF x2, unpotted Alnico III",Gibson USA brown hardshell (non-original) + serialized COA + hangtags,None - 100% original; light clear-coat scratches near bass f-hole,dealer measured,2026-07-26,2026-08-01
g171,les_paul,59.5,ACTIVE,MDohn,https://reverb.com/item/95250208-gibson-les-paul-reissue-1959-slow-iced-tea-fade-murphy-lab-heavy-aged,8499.99,Excellent,,2025,Les Paul Reissue,"Slow Iced Tea Fade, Murphy Lab Heavy Aged",952632 Weight,8.56,,,,,,,,,,,2026-07-30,2026-08-01
g182,les_paul,59.5,ACTIVE,East Coast Gear Shop ,https://reverb.com/item/99245485-gibson-gibson-custom-shop-60th-anniversary-59-les-paul-washed-cherry-tom-murphy-painted-and-aged-washed-cherry-tom-murphy-painted-and-aged,9999.99,Excellent,,2019-2020,Les Paul Custom Shop 59 1959 Tom Murphy,Washed Cherry,,8.62,,,,,,,,,,,2026-07-30,2026-08-01
g198,les_paul,59.5,ACTIVE,6strings4sale,https://reverb.com/item/93399821-2000-gibson-custom-shop-1959-historic-les-paul-reissue-lpr9-bourbon-burst-8lbs-6oz,6590.0,Excellent,,2000,1959 Historic Les Paul Reissue,Bourbon Burst,,8.38,,,,,,,,,,,2026-07-30,2026-08-01
g200,les_paul,59.5,ACTIVE,Watchtower Guitars,https://reverb.com/item/92091825-2023-gibson-1959-les-paul-standard-reissue-r9-cme-exclusive-dirty-lemon-59-carmelita-neck,5495.0,Excellent,,2023,2023 Gibson 1959 Les Paul Standard Reissue R9 CME Exclusive Dirty Lemon '59 Carmelita Neck,,,8.69,,,,,,,,True,,,2026-07-30,2026-08-01
g206,les_paul,59.5,ACTIVE,Tone House,https://reverb.com/item/99060705-2011-tokai-les-paul-custom-style-electric-guitar-black,999.99,Very Good,,2011,Les Paul Custom Style,Black,CN11030323 Fini,9.0,,,,,,,,,,,2026-07-30,2026-08-01
g214,les_paul,59.5,ACTIVE,Tee Dubya,https://reverb.com/item/98653334-gibson-custom-shop-r0-1960-s-reissue-70th-anniversary-les-paul-with-extras,4595.0,Excellent,,2022,Les Paul,,,8.7,,,,,,,,True,upgrade,,2026-07-30,2026-08-01
g217,les_paul,59.5,ACTIVE,Zach ,https://reverb.com/item/98106512-2020-gibson-custom-shop-60th-anniversary-r0-vos-les-paul-standard-8-8-lbs-coa,4298.0,Excellent,,2020,Les Paul,Tomato Soup Burst,,8.8,,,,,,,,True,,,2026-07-30,2026-08-01
g309,les_paul,59.3,ACTIVE,Lovies Guitars ,https://reverb.com/item/94093117-unplayed-2025-gibson-custom-shop-1958-reissue-les-paul-standard-electric-guitar-murphy-lab-light-aged-cherry-sunburst-coa-ohsc,5995.0,Excellent,,2025,"Custom Shop 1958 Les Paul Standard Reissue, Murphy Lab Light Aged",Cherry Sunburst,85179,8.45,1.6875,0.9,1.0,"Authentic '58 (chunky, .900/1.000)",,,Gibson Custom Shop humbuckers (original),True,none stated / all original,,2026-08-01,2026-08-01
g174,les_paul,59.2,ACTIVE,Tone Wolf,https://reverb.com/item/93978568-gibson-custom-shop-1959-les-paul-reissue-historic-makeovers-deluxe-package-2013-darkburst,9799.0,Excellent,,2013,1959 Les Paul Reissue Historic Makeovers Deluxe Package,Darkburst,,8.81,,,,,,,,True,,,2026-07-30,2026-08-01
g243,les_paul,59.1,ACTIVE,Wildwood Guitars,https://reverb.com/item/88321999-gibson-custom-shop-wildwood-spec-1957-les-paul-standard-gloss,6699.0,Brand New,,,Les Paul Standard,Silver Sparkle Finish Type: Gloss,,8.53,1.6875,0.92,1.02,,,,2 Custom Buckers wound to Wildwood Spec,True,,,2026-07-30,2026-08-01
g249,les_paul,59.1,ACTIVE,Wildwood Guitars,https://reverb.com/item/86055359-gibson-custom-shop-wildwood-spec-1957-les-paul-standard-gloss,6699.0,Brand New,,,Les Paul Standard,Brunswick Blue Sparkle Finish Type: Gloss,,8.8,1.6875,0.91,1.02,,,,2 Custom Buckers wound to Wildwood Spec,True,,,2026-07-30,2026-08-01
g020,es_335,59.0,ACTIVE,Reverb – WildCat Guitars,https://reverb.com/item/92138418-gibson-custom-shop-1961-es-335-reissue-vos-sixties-cherry-131130,5999.0,Brand New,"Escondido, CA",2024,Gibson Custom Shop 1961 ES-335 Reissue VOS,Sixties Cherry,131130,7.71,1.687,,,SlimTaper 60s C,"Slim-taper C, scanned from original '61s",12 in,Custombucker Alnico III (unpotted),Gibson Custom Shop black/yellow hardshell case,None,dealer measured,2026-07-19,2026-08-01
g021,es_335,59.0,SOLD,Reverb – Chicago Music Exchange,https://reverb.com/item/98162551-gibson-custom-shop-1961-es-335-reissue-60s-cherry-murphy-lab-ultra-light-aged-serial-160433,6499.0,Brand New,"Chicago, IL",2026,Gibson Custom Shop 1961 ES-335 Reissue Murphy Lab Ultra Light Aged,Sixties Cherry (ML Ultra Light Aged),160433,7.63,1.687,,,SlimTaper 60s C,"Slim-taper C, long tenon, hide-glue fit",12 in (factory spec),Custombucker Alnico III (unpotted),Hardshell case,None (factory Murphy Lab aging),dealer measured,2026-07-19,2026-07-21
g027,es_335,59.0,ACTIVE,Dave's Guitar Shop,https://davesguitar.com/products/1961-es-335-reissue-sixties-cherry-2,5999,New,"Madison, WI",,Gibson Custom Shop 1961 ES-335 Reissue,Sixties Cherry (VOS),,7.6,1.69,,,60s SlimTaper C (scanned from originals),,"12""",Unpotted Custombucker Alnico III (neck & bridge),True,,dealer measured,2026-07-19,2026-08-01
g028,es_335,59.0,ACTIVE,Dave's Guitar Shop,https://davesguitar.com/products/1961-es-335-reissue-vintage-burst-7,5999,New,"La Crosse, WI",,Gibson Custom Shop 1961 ES-335 Reissue,Vintage Burst (VOS),,7.6,1.69,,,60s SlimTaper C (scanned from originals),,"12""",Unpotted Custombucker Alnico III (neck & bridge),True,,dealer measured,2026-07-19,2026-08-01
g029,es_335,59.0,SOLD,Dave's Guitar Shop,https://davesguitar.com/products/1964-es-335-reissue-sixties-cherry-3,5999,New,"La Crosse, WI",,Gibson Custom Shop 1964 ES-335 Reissue,Sixties Cherry (VOS),,7.6,1.69,,,Slim taper 60s C (scanned from originals),,"12""",Unpotted Custombucker Alnico III (neck & bridge),True,,dealer measured,2026-07-19,2026-07-28
g057,es_335,59.0,ACTIVE,Carter Vintage Guitars,https://cartervintage.com/shop/gibson-custom-shop-1959-es-335-2023-natural/3A8OylqSwkjF3gsUl115ryO8dOy,4850,"Used - very clean, minor wear only","Nashville, TN",2023,Gibson Custom Shop 1959 ES-335 Reissue,Natural,,8.0,1.688,0.894,0.953,C (Medium C '59 spec),Hand-filling but not oversized per dealer description,"12""","Burstbuckers (7.8k / 7.8k), appears unmodified",OHSC and COA,None,dealer measured,2026-07-19,2026-08-01
g030,es_335,59.0,ACTIVE,Dave's Guitar Shop,https://davesguitar.com/products/1964-es-335-reissue-sixties-cherry-5,5999,New,"Madison, WI",,Gibson Custom Shop 1964 ES-335 Reissue,Sixties Cherry (VOS),,7.4,1.69,,,Slim taper 60s C (scanned from originals),,"12""",Unpotted Custombucker Alnico III (neck & bridge),True,,dealer measured,2026-07-19,2026-08-01
g281,es_335,59.0,ACTIVE,Dave's Guitar Shop,https://reverb.com/item/94596267-gibson-custom-shop-1961-es-335-reissue-sixties-cherry,5999.0,Brand New,"La Crosse, WI",,Custom Shop 1961 ES-335 Reissue VOS,,,7.6,1.69,,,60s SlimTaper C,,,Unpotted Custombucker Alnico III,Hardshell case,,,2026-07-30,2026-08-01
g286,es_335,59.0,ACTIVE,Dave's Guitar Shop,https://reverb.com/item/93307662-gibson-custom-shop-1961-es-335-reissue-sixties-cherry,5999.0,Brand New,"La Crosse, WI",,Custom Shop 1961 ES-335 Reissue VOS,,,7.6,1.69,,,60s SlimTaper C,,,Unpotted Custombucker Alnico III,Hardshell case,,,2026-07-30,2026-08-01
g287,es_335,59.0,ACTIVE,Morgan Music,https://reverb.com/item/92946803-gibson-custom-shop-1961-vos-es-335-vintage-sumburst,5999.0,Brand New,"Lebanon, MO",,Custom Shop 1961 ES-335 Reissue VOS,Vintage Sumburst,,7.76,1.687,,,'61 Skinny C,,,Custombucker Alnico III,Hardshell case,,,2026-07-30,2026-08-01
g288,es_335,59.0,ACTIVE,Dave's Guitar Shop,https://reverb.com/item/92451896-gibson-custom-shop-1961-es-335-reissue-vintage-burst,5999.0,Brand New,"La Crosse, WI",,Custom Shop 1961 ES-335 Reissue VOS,,,7.6,1.69,,,60s SlimTaper C,,,Unpotted Custombucker Alnico III,Hardshell case,,,2026-07-30,2026-08-01
g296,es_335,59.0,ACTIVE,Dave's Guitar Shop,https://reverb.com/item/72585987-gibson-custom-shop-1961-es-335-reissue-vintage-burst,5999.0,Brand New,"La Crosse, WI",,Custom Shop 1961 ES-335 Reissue VOS,,,7.8,1.69,,,60s SlimTaper C,,,Unpotted Custombucker Alnico III,Hardshell case,,,2026-07-30,2026-08-01
g082,les_paul,58.7,ACTIVE,Reverb – Tone House Studios,https://reverb.com/item/97915190-2025-tokai-love-rock-ls-101f-mij-honey-burst-les-paul-with-gigbag,1499.99,Mint,"West Babylon, NY (Long Island)",2025,Tokai Love Rock LS-101F (MIJ Vintage series),Honey Burst,2551168,9.19,1.69,0.935,1.04,Substantial vintage '50s-style round,"Fat 50s carve, not slim taper",,Stock Tokai PAF-style humbuckers,Original Tokai gigbag,None,dealer measured,2026-07-20,2026-08-01
g062,es_335,58.6,ACTIVE,Rainbow Guitars,https://www.rainbowguitars.com/guitar/gibson-custom-shop/1959-es-335-reissue-murphy-lab-ultra-light-aged-vintage-natural/59es335ulvnnh1092/gb,5199,"Mint, still in case (Murphy Lab factory-aged)","Tucson, AZ",2023,Gibson Custom Shop 1959 ES-335 Reissue Murphy Lab Ultra Light Aged,"Vintage Natural, aged nitro",A930092,7.81,1.69,,,Authentic '59 Medium C (scanned from originals),Medium C - fuller-shouldered than the slim D/C target,"12""","Custombucker Alnico III, unpotted","Gibson hardshell case, COA, all paperwork",None,dealer measured,2026-07-19,2026-08-01
g207,les_paul,58.5,ACTIVE,Kansas City Vintage Guitars,https://reverb.com/item/95596300-2019-gibson-60th-anniversary-tom-murphy-painted-1959-les-paul-wildwood-spec-r9-59,9750.0,Excellent,,2019,2019 Gibson 60th Anniversary TOM MURPHY Painted 1959 Les Paul Wildwood Spec R9 59,,,8.9,,,,,,,Custombucker,True,changed,,2026-07-30,2026-08-01
g239,les_paul,58.0,ACTIVE,D-Town Guitars,https://reverb.com/item/89330396-2007-gibson-custom-r0-60-les-paul-reissue-cherry-sunburst,4800.0,Excellent,,2007,'60 Les Paul Standard Reissue Vintage,cherry Sunburst,0-7511,8.875,,,,,,,,False,,,2026-07-30,2026-08-01
g059,es_335,57.7,ACTIVE,Carter Vintage Guitars,https://cartervintage.com/shop/gibson-murphy-lab-heavy-aged-59-es-335-2026-candy-apple-red-burst/3GH5tjvoI2iLELfnNX9rmt4yMsE,9799,New (Murphy Lab Heavy Aged),"Nashville, TN",2026,Gibson Custom Shop Murphy Lab Heavy Aged '59 ES-335 Reissue,Candy Apple Red Burst,,7.2,1.682,0.897,0.98,Medium C,'59-spec medium C,"12""",Custombuckers (7.8k / 7.8k),OHSC and COA,None (new),dealer measured,2026-07-19,2026-08-01
g183,les_paul,57.5,ACTIVE,New Canaan Music,https://reverb.com/item/99194852-2008-gibson-custom-shop-1959-les-paul-standard-reissue-r9-washed-cherry-sunburst,8000.0,Excellent,,2008,Les Paul R9,,,8.9,,,,,,,,,,,2026-07-30,2026-08-01
g034,es_335,57.2,SOLD,Chicago Music Exchange,https://chicagomusicexchange.com/products/gibson-custom-murphy-lab-64-es-335-ultra-light-aged-2622702,4695,"Used - Excellent (factory relic, minimal wear beyond)","Chicago, IL",2021,Gibson Custom Shop Murphy Lab 1964 ES-335 Ultra Light Aged,Sixties Cherry,140313,7.81,1.6875,0.89,0.98,C profile,,"12""","Original Custombuckers, neck 7.8k / bridge 8.0k",True,None; all-original,dealer measured,2026-07-19,2026-07-19
g051,es_335,57.2,ACTIVE,Willcutt Guitars,https://willcuttguitars.com/products/gibson-64-es-335-reissue-pelham-blue-vos-410-64es335psl18605-130410,6699,New,"Lexington, KY",,"Gibson Custom Shop 1964 ES-335 Reissue VOS, Willcutt Exclusive",Pelham Blue,130410,7.86,1.687,,,Authentic '64 Medium C-Shape,"Medium-C '64 shoulders, fuller than slim target","12""",2 Custombucker Alnico III (unpotted),Black/Yellow Custom Shop hardshell,,dealer measured,2026-07-19,2026-08-01
g196,les_paul,56.9,ACTIVE,Watchtower Guitars,https://reverb.com/item/94688540-1999-gibson-les-paul-40th-anniversary-1959-r9-standard-butterscotch-good-wood-era,6995.0,Very Good,,1999,"1999 Gibson Les Paul 40th Anniversary 1959 R9 Standard Butterscotch ""Good Wood Era""",,,8.88,,,,,,,,True,,,2026-07-30,2026-08-01
g122,les_paul,56.6,ACTIVE,Chicago Music Exchange,https://chicagomusicexchange.com/products/gibson-custom-59-les-paul-standard-reissue-cme-spec-2617696,5495,Used - Good (light signs of use),"Chicago, IL",2017,Gibson Custom Shop '59 Les Paul Standard Reissue CME Spec,Sunburst,971091,8.31,1.6875,0.9,1.01,'59 C profile (CME Spec run),"Full late-50s C carve; thicker than target depths (0.90/1.01), dealer-verified","12""","Original pickups and electronics, 7.9k neck / 7.9k bridge",Original hardshell case,None stated; all original,dealer measured,2026-07-25,2026-08-01
g061,es_335,56.5,ACTIVE,Empire Music,https://empiremusic.com/products/used-gibson-custom-shop-dealer-select-1961-es-335-2026-silver-ebony-60054-with-original-hard-case,4999,Used - Excellent (very light play wear),"Mt. Lebanon (Pittsburgh), PA",2026,Gibson Custom Shop Dealer Select 1961 ES-335 Reissue,"Silver Ebony with black headstock stinger, gloss nitro",160054,7.94,1.68,,,Authentic '61 Thin D,Thin D - low-shouldered early-60s carve,"12""",Gibson '57 Classic (neck and bridge),Original hardshell case,None noted,dealer measured,2026-07-19,2026-08-01
g245,les_paul,56.5,ACTIVE,Wildwood Guitars,https://reverb.com/item/88060900-gibson-custom-shop-wildwood-spec-1957-les-paul-standard-gloss,6699.0,Brand New,,,Les Paul Standard,Red Sparkle Finish Type: Gloss,,8.93,1.6875,0.9,1.01,,,,2 Custom Buckers wound to Wildwood Spec,True,,,2026-07-30,2026-08-01
g064,es_335,56.2,ACTIVE,Rainbow Guitars,https://www.rainbowguitars.com/guitar/gibson/es-335-50s-vintage-natural-new-for-2026/es35500nnnh1/gb,3499,New,"Tucson, AZ",2026,Gibson USA ES-335 '50s,"Vintage Natural, gloss nitro",201460148,7.81,1.695,,,Rounded C ('50s style),Substantial rounded C - fuller than the slim target,"12""",Custombucker Alnico 3,Gibson hardshell case,None,dealer measured,2026-07-19,2026-08-01
